Ward No,Ward Name,District Name,LSG Qid,Name in English,Name in Malyalam,LSG localbody code,Position,Party,Reservation
28,Thekkumuri South,Malappuram ,Q13112532,Tirur Municipality,തിരൂര്‍ നഗരസഭ,M100400,Councilor,CPI,Woman
29,Pattuparambu,Malappuram ,Q13112532,Tirur Municipality,തിരൂര്‍ നഗരസഭ,M100400,Chairman,INDEPENDENT,General
30,South Annara,Malappuram ,Q13112532,Tirur Municipality,തിരൂര്‍ നഗരസഭ,M100400,Councilor,IUML,Woman
31,Illathparambu,Malappuram ,Q13112532,Tirur Municipality,തിരൂര്‍ നഗരസഭ,M100400,Councilor,CPI(M),Woman
32,Trikkandiyur,Malappuram ,Q13112532,Tirur Municipality,തിരൂര്‍ നഗരസഭ,M100400,Councilor,BJP,General
33,Vishupadam,Malappuram ,Q13112532,Tirur Municipality,തിരൂര്‍ നഗരസഭ,M100400,Councilor,CPI(M),General
34,Trikkandiyur East,Malappuram ,Q13112532,Tirur Municipality,തിരൂര്‍ നഗരസഭ,M100400,Councilor,CPI(M),General
35,Poogotukulam,Malappuram ,Q13112532,Tirur Municipality,തിരൂര്‍ നഗരസഭ,M100400,Deputy Chairperson,CPI(M),Woman
36,Thunchanparambu,Malappuram ,Q13112532,Tirur Municipality,തിരൂര്‍ നഗരസഭ,M100400,Councilor,IUML,General
37,Townhall,Malappuram ,Q13112532,Tirur Municipality,തിരൂര്‍ നഗരസഭ,M100400,Councilor,INDEPENDENT,Woman
38,North Annara,Malappuram ,Q13112532,Tirur Municipality,തിരൂര്‍ നഗരസഭ,M100400,Councilor,CPI(M),General
1,Padinharemukku,Malappuram ,Q16135157,Malappuram Municipality,മലപ്പുറം നഗരസഭ,M100500,Councilor,CPI(M),General
2,Noorengalmukku,Malappuram ,Q16135157,Malappuram Municipality,മലപ്പുറം നഗരസഭ,M100500,Councilor,IUML,General
3,Cheruparambu,Malappuram ,Q16135157,Malappuram Municipality,മലപ്പുറം നഗരസഭ,M100500,Councilor,CPI(M),Woman
4,Kalladimukku,Malappuram ,Q16135157,Malappuram Municipality,മലപ്പുറം നഗരസഭ,M100500,Councilor,IUML,General
5,Machingal,Malappuram ,Q16135157,Malappuram Municipality,മലപ്പുറം നഗരസഭ,M100500,Councilor,IUML,Woman
6,Cholakkal,Malappuram ,Q16135157,Malappuram Municipality,മലപ്പുറം നഗരസഭ,M100500,Councilor,CPI(M),Woman
7,Kattungal,Malappuram ,Q16135157,Malappuram Municipality,മലപ്പുറം നഗരസഭ,M100500,Councilor,IUML,Woman
8,Govt.College,Malappuram ,Q16135157,Malappuram Municipality,മലപ്പുറം നഗരസഭ,M100500,Councilor,IUML,General
9,Munduparambu,Malappuram ,Q16135157,Malappuram Municipality,മലപ്പുറം നഗരസഭ,M100500,Councilor,IUML,General
10,Karuvala,Malappuram ,Q16135157,Malappuram Municipality,മലപ്പുറം നഗരസഭ,M100500,Councilor,CPI(M),General
11,Moonnampadi,Malappuram ,Q16135157,Malappuram Municipality,മലപ്പുറം നഗരസഭ,M100500,Councilor,CPI(M),Woman
12,Kavungal,Malappuram ,Q16135157,Malappuram Municipality,മലപ്പുറം നഗരസഭ,M100500,Councilor,CPI(M),General
13,Kalambadi,Malappuram ,Q16135157,Malappuram Municipality,മലപ്പുറം നഗരസഭ,M100500,Councilor,CPI(M),General
14,Mannarkundu,Malappuram ,Q16135157,Malappuram Municipality,മലപ്പുറം നഗരസഭ,M100500,Councilor,CPI(M),General
15,Thamarakkuzhy,Malappuram ,Q16135157,Malappuram Municipality,മലപ്പുറം നഗരസഭ,M100500,Councilor,IUML,General
16,Kottakkunnu,Malappuram ,Q16135157,Malappuram Municipality,മലപ്പുറം നഗരസഭ,M100500,Councilor,INC,Woman
17,Cherattukuzhy,Malappuram ,Q16135157,Malappuram Municipality,മലപ്പുറം നഗരസഭ,M100500,Councilor,CPI(M),General
18,Kottappadi,Malappuram ,Q16135157,Malappuram Municipality,മലപ്പുറം നഗരസഭ,M100500,Councilor,CPI(M),Woman
19,Civilstation,Malappuram ,Q16135157,Malappuram Municipality,മലപ്പുറം നഗരസഭ,M100500,Councilor,CPI(M),Woman
20,Chemmankadavu,Malappuram ,Q16135157,Malappuram Municipality,മലപ്പുറം നഗരസഭ,M100500,Councilor,IUML,Woman
21,Cheenithode,Malappuram ,Q16135157,Malappuram Municipality,മലപ്പുറം നഗരസഭ,M100500,Councilor,INDEPENDENT,Woman
22,Mailappuram,Malappuram ,Q16135157,Malappuram Municipality,മലപ്പുറം നഗരസഭ,M100500,Councilor,IUML,Woman
23,Valiyavarambu,Malappuram ,Q16135157,Malappuram Municipality,മലപ്പുറം നഗരസഭ,M100500,Vice Chairman,INC,General
24,Valiyangadi,Malappuram ,Q16135157,Malappuram Municipality,മലപ്പുറം നഗരസഭ,M100500,Councilor,IUML,SC
25,Kizhakkethala,Malappuram ,Q16135157,Malappuram Municipality,മലപ്പുറം നഗരസഭ,M100500,Chairperson,IUML,Woman
26,Varangode,Malappuram ,Q16135157,Malappuram Municipality,മലപ്പുറം നഗരസഭ,M100500,Councilor,CPI(M),Woman
27,Paithiniparamba,Malappuram ,Q16135157,Malappuram Municipality,മലപ്പുറം നഗരസഭ,M100500,Councilor,IUML,General
28,Adhikarithodi,Malappuram ,Q16135157,Malappuram Municipality,മലപ്പുറം നഗരസഭ,M100500,Councilor,IUML,General
29,Konompara,Malappuram ,Q16135157,Malappuram Municipality,മലപ്പുറം നഗരസഭ,M100500,Councilor,IUML,General
30,Alathurpadi,Malappuram ,Q16135157,Malappuram Municipality,മലപ്പുറം നഗരസഭ,M100500,Councilor,IUML,Woman
31,Kainode,Malappuram ,Q16135157,Malappuram Municipality,മലപ്പുറം നഗരസഭ,M100500,Councilor,CPI(M),Woman
32,Muthuvathuparamba,Malappuram ,Q16135157,Malappuram Municipality,മലപ്പുറം നഗരസഭ,M100500,Councilor,IUML,Woman
33,Kolmanna,Malappuram ,Q16135157,Malappuram Municipality,മലപ്പുറം നഗരസഭ,M100500,Councilor,IUML,SC Woman
34,Spinningmill,Malappuram ,Q16135157,Malappuram Municipality,മലപ്പുറം നഗരസഭ,M100500,Councilor,IUML,Woman
35,Pattarkadavu,Malappuram ,Q16135157,Malappuram Municipality,മലപ്പുറം നഗരസഭ,M100500,Councilor,INDEPENDENT,General
36,Karaparambu,Malappuram ,Q16135157,Malappuram Municipality,മലപ്പുറം നഗരസഭ,M100500,Councilor,IUML,Woman
37,Panakkad,Malappuram ,Q16135157,Malappuram Municipality,മലപ്പുറം നഗരസഭ,M100500,Councilor,IUML,General
38,Bhootanamcolony,Malappuram ,Q16135157,Malappuram Municipality,മലപ്പുറം നഗരസഭ,M100500,Councilor,IUML,General
39,Podiyad,Malappuram ,Q16135157,Malappuram Municipality,മലപ്പുറം നഗരസഭ,M100500,Councilor,IUML,Woman
40,Perumbarambu,Malappuram ,Q16135157,Malappuram Municipality,മലപ്പുറം നഗരസഭ,M100500,Councilor,IUML,General
1,Kuriyadi,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,BJP,SC
2,Veerancheri,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,IUML,General
3,Kulangarath,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,CPI,General
4,Pazhangavu,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,CPI(M),Woman
5,Arakkiladu,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,CPI(M),Woman
6,Paravanthala,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,CPI(M),Woman
7,Vadakara Theru,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,INC,General
8,Cholamvayal,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,CPI(M),Woman
9,Kottapparambu,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,INC,General
10,Kakkuzhiyil,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,IUML,Woman
11,Kuzhichal,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,INC,General
12,Cherussery,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,CPI(M),Woman
13,Makkool,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,CPI(M),General
14,Akloth Nada,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,Con(S),General
15,Arikkoth,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,JD(U),General
16,Kallunira,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,CPI(M),General
17,Kurumbayil,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,JD(U),Woman
18,Sidhasramam,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,CPI(M),Woman
19,Kunjankuzhi,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,CPI(M),General
20,Puthiyappu,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,CPI(M),General
21,Achammandi,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,CPI(M),Woman
22,Mamballi,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,CPI,Woman
23,Cheeramveedu,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,INC,Woman
24,Narayana Nagaram,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,CPI(M),General
25,Edodi,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,INDEPENDENT,Woman
26,Karimbana,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Chairman,CPI(M),General
27,Cheenam Veedu,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,CPI(M),General
28,Meppayil,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,INC,General
29,Kokkanjathu,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,CPI(M),Woman
30,Chandhanam Paramba,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,CPI(M),Woman
31,Puthuppanam,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,CPI(M),Woman
32,Nalladath,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,CPI(M),Woman
33,Panikkotti,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,CPI(M),Woman
34,Mooradu,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,INC,Woman
35,Velutha Mala,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,BJP,Woman
36,Karukayil,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,IUML,General
37,Kakkattiyil,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,IUML,General
38,Thuruthiyil,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,IUML,Woman
39,Kayyil,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,CPI(M),General
40,Azhithala,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,IUML,Woman
41,Purangara,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,CPI(M),Woman
42,Pakkayil,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,CPI(M),General
43,Nadol,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Deputy Chairperson,CPI(M),Woman
44,Koyilandi Valappu,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,IUML,General
45,Pandikasala,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,IUML,Woman
46,Mukkola,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,IUML,General
47,Mukacheri,Kozhikode ,Q13114484,Vadakara Municipality,വടകര നഗരസഭ,M110100,Councilor,IUML,General
1,Pathirikkad,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Councilor,INDEPENDENT,General
2,Maraloor,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Councilor,CPI(M),Woman
3,Kodakkattumuri,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Councilor,CPI(M),General
4,Perunkuni,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Councilor,CPI(M),Woman
5,Puliyencheri,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Councilor,CPI(M),General
6,Attavayal,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Councilor,CPI(M),Woman
7,Puliyencheri East,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Councilor,INC,General
8,Kalathilkadavu,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Councilor,CPI(M),General
9,Viyyur,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Councilor,INC,General
10,Pavuvayal,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Deputy Chairperson,CPI(M),Woman
11,Panthalayani North,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Councilor,CPI(M),General
12,Puthalathukunnu,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Councilor,CPI(M),General
13,Peruvatoor,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Councilor,CPI(M),General
14,Panthalayani Central,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Councilor,CPI(M),General
15,Panthalayani South,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Councilor,CPI(M),Woman
16,Peruvatoor Central,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Councilor,INC,General
17,Kakkrattukunnu,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Councilor,INC,SC Woman
18,Aruvayal,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Chairman,CPI(M),General
19,Anela,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Councilor,CPI(M),General
20,Muthambi,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Councilor,CPI(M),Woman
21,Thettikkunnu,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Councilor,CPI(M),Woman
22,Kavumvattam,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Councilor,CPI(M),Woman
23,Moozhikkumeethal,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Councilor,INC,Woman
24,Maruthoor,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Councilor,CPI(M),Woman
25,Anela- Kuruvangad,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Councilor,CPI(M),General
26,Kanayankode,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Councilor,CPI(M),Woman
27,Varakunnu,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Councilor,CPI(M),Woman
28,Kuruvangad,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Councilor,CPI(M),General
29,Manamal,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Councilor,INC,Woman
30,Komathukara,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Councilor,CPI(M),General
31,Kothamangalam,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Councilor,CPI(M),SC
32,Nadelakkandy,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Councilor,CPI(M),General
33,Korayangad,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Councilor,INC,Woman
34,Chalilparambu,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Councilor,CPI(M),General
35,Cheriyamangad,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Councilor,BJP,Woman
36,Virunnukandy,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Councilor,CPI(M),Woman
37,Koyilandy South,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Councilor,IUML,Woman
38,Thazhangady,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Councilor,IUML,General
39,Koyilandy Town,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Councilor,IUML,Woman
40,Kasmikkandy,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Councilor,INC,General
41,Civilstation,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Councilor,BJP,General
42,Oorankunnu,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Councilor,IUML,SC Woman
43,Kollam West,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Councilor,IUML,Woman
44,Kaniyamkunnu,Kozhikode ,Q13111636,Koyilandy Municipality,കൊയിലാണ്ടി നഗരസഭ,M110200,Councilor,CPI(M),Woman
